ART_GRP_SE,ARCHV_ARTST_NM,NM,VRIT_MARK_CN,REALM_CL,ACT_RELM_CN,BIRTH_YEAR,RSRCH_MAN_NM,URL
ARTST,예술인,김현섭,KIM Hyunseob,창작음악,한국현대음악,1991,,https://www.daarts.or.kr/handle/11080/87704
FARTST,미술작가,박노수,Park no soo,회화,,1927,,https://www.daarts.or.kr/handle/11080/19366
ARTST,예술인,정종해,Chung chu ha,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19601
FARTST,미술작가,정명희,Jeong myeong hee,회화,,1945,,https://www.daarts.or.kr/handle/11080/19589
ARTST,예술인,서정국,Seo jung kug,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19415
ARTST,예술인,김인순,Kim in sun,시각예술,미술작가,1941,,https://www.daarts.or.kr/handle/11080/19306
ARTST,예술인,홍수자,Hong su ja,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19670
FARTST,미술작가,장두건,張斗建,회화,,1918,,https://www.daarts.or.kr/handle/11080/5830
FARTST,미술작가,장화진,Chang hwa jin,회화,,1949,,https://www.daarts.or.kr/handle/11080/19576
FARTST,미술작가,석철주,Suk chul joo,회화,,1950,,https://www.daarts.or.kr/handle/11080/19420
FARTST,미술작가,이기칠,Yi gee chil,조각,,1962,,https://www.daarts.or.kr/handle/11080/19505
ARTST,예술인,김창열,Kim tschang yeul,시각예술,서양화,1929,,https://www.daarts.or.kr/handle/11080/19324
ARTST,예술인,이영균,李英均,시각예술,표구,1953,,https://www.daarts.or.kr/handle/11080/5915
DIC,구술채록,송수남,宋秀南,시각예술,회화,1938,박계리,https://www.daarts.or.kr/handle/11080/16455
ARTST,예술인,안형일,安亨一,공연예술,성악,1927,,https://www.daarts.or.kr/handle/11080/49453
ARTST,예술인,성찬경,成贊慶,문학,시,1930,,https://www.daarts.or.kr/handle/11080/5747
DIC,구술채록,김윤수,金潤洙,시각예술,미술이론,1935,신정훈,https://www.daarts.or.kr/handle/11080/135709
ARTST,예술인,이규선,Lee kyu sun,시각예술,미술작가,1938,,https://www.daarts.or.kr/handle/11080/19503
FARTST,미술작가,육근병,Yook keun byung,설치,,1957,,https://www.daarts.or.kr/handle/11080/19491
DIC,구술채록,송혜수,宋慧秀,시각예술,회화,1913,최석태,https://www.daarts.or.kr/handle/11080/16465
ARTST,예술인,서승원,Suh seung won,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19413
ARTST,예술인,임영웅,林英雄,공연예술,연출가,1934,,https://www.daarts.or.kr/handle/11080/6194
ARTST,예술인,최문휘,"崔文輝, 본명 : 최규현(崔圭鉉)",공연예술,"대전연극, 향토사",1929,,https://www.daarts.or.kr/handle/11080/88480
FARTST,미술작가,김석,Kim suk,조각,,1963,,https://www.daarts.or.kr/handle/11080/19280
ARTST,예술인,이정지,Lee chung ji,시각예술,미술작가,1941,,https://www.daarts.or.kr/handle/11080/19544
FARTST,미술작가,공성훈,Kong sung hun,설치,,1965,,https://www.daarts.or.kr/handle/11080/19226
ARTST,예술인,권옥연,Kwon ok youn,시각예술,서양화,1923,,https://www.daarts.or.kr/handle/11080/120177
ARTST,예술인,박석원,Park suk won,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19376
ARTST,예술인,안익태,"安益泰, AHN Eak-Tai",창작음악,한국현대음악,1906,,https://www.daarts.or.kr/handle/11080/163382
FARTST,미술작가,김주현,Kim joo hyun,조각,,1965,,https://www.daarts.or.kr/handle/11080/19313
DIC,구술채록,이숙자,Lee sook ja,시각예술,회화,1942,김경연,https://www.daarts.or.kr/handle/11080/16673
DIC,구술채록,전세권,全世權,공연예술,연극,1939,김성희,https://www.daarts.or.kr/handle/11080/49485
ARTST,예술인,정일,Chung il,시각예술,미술작가,1958,,https://www.daarts.or.kr/handle/11080/19597
DIC,구술채록,성창순,成昌順,공연예술,연극,1934,조영규,https://www.daarts.or.kr/handle/11080/26417
DIC,구술채록,송원희,宋媛熙,문학,문학,1927,박선애,https://www.daarts.or.kr/handle/11080/16460
ARTST,예술인,이복남,"李福男, LEE Boknam",창작음악,한국현대음악,1965,,https://www.daarts.or.kr/handle/11080/58933
FARTST,미술작가,박일순,Park il soon,조각,,1951,,https://www.daarts.or.kr/handle/11080/19390
ARTST,예술인,김대원,Kim dae won,시각예술,미술작가,1955,,https://www.daarts.or.kr/handle/11080/19267
ARTST,예술인,강혜경,,공연예술,음악,1974,,https://www.daarts.or.kr/handle/11080/135769
ARTST,예술인,황종례,Whang chongnye,시각예술,도자공예,1929,,https://www.daarts.or.kr/handle/11080/5960
ARTST,예술인,이윤영,,시각예술,미술이론,1985,,https://www.daarts.or.kr/handle/11080/141895
ARTST,예술인,이호재,李豪宰,공연예술,배우,1941,,https://www.daarts.or.kr/handle/11080/73652
ARTST,예술인,이흥렬,"李興烈, LEE Heungryeol",창작음악,한국현대음악,1909,,https://www.daarts.or.kr/handle/11080/163384
ARTST,예술인,유종호,柳宗鎬,문학,문학평론,1935,,https://www.daarts.or.kr/handle/11080/107187
ARTST,예술인,최순화,,기타,기타,1970,,https://www.daarts.or.kr/handle/11080/135937
FARTST,미술작가,오치균,Oh chi gyun,회화,,1956,,https://www.daarts.or.kr/handle/11080/19470
DIC,구술채록,전혁림,全爀林,시각예술,회화,1916,김주원,https://www.daarts.or.kr/handle/11080/16799
ARTST,예술인,윤형근,Yun hyong keun,시각예술,미술작가,1928,,https://www.daarts.or.kr/handle/11080/19499
FARTST,미술작가,우순옥,U sun ok,회화,,1958,,https://www.daarts.or.kr/handle/11080/19475
ARTST,예술인,백성희,白星姬,공연예술,배우,1925,,https://www.daarts.or.kr/handle/11080/6233
DIC,구술채록,최창봉,崔彰鳳,대중예술,대중예술,1925,김성호,https://www.daarts.or.kr/handle/11080/16937
ARTST,예술인,전항섭,Jeon hang sub,시각예술,미술작가,1960,,https://www.daarts.or.kr/handle/11080/19584
FARTST,미술작가,진송자,Jin song ja,조각,,1945,,https://www.daarts.or.kr/handle/11080/19621
ARTST,예술인,이상만,李相萬,공연예술,평론,1935,,https://www.daarts.or.kr/handle/11080/24130
ARTST,예술인,이상명,Lee sang myung,시각예술,미술작가,1959,,https://www.daarts.or.kr/handle/11080/19512
FARTST,미술작가,김은진,Kim eun jin,시각기타,,1968,,https://www.daarts.or.kr/handle/11080/19302
FARTST,미술작가,최병훈,Choi byung hoon,공예,,1952,,https://www.daarts.or.kr/handle/11080/19637
DIC,구술채록,송병수,宋炳洙,문학,문학,1932,전승주,https://www.daarts.or.kr/handle/11080/16446
ARTST,예술인,성계옥,成季玉,공연예술,공연예술,1927,,https://www.daarts.or.kr/handle/11080/21236
ARTST,예술인,이원좌,Lee won jwa,시각예술,미술작가,1939,,https://www.daarts.or.kr/handle/11080/19535
ARTST,예술인,강성원,Kang seong won,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19207
ARTST,예술인,구두회,"具斗會, KOO David Tuhoy",창작음악,한국현대음악,1921,,https://www.daarts.or.kr/handle/11080/167762
ARTST,예술인,박동인,Park dong in,시각예술,미술작가,1944,,https://www.daarts.or.kr/handle/11080/19369
FARTST,미술작가,정정희,Chung chung hee,공예,,1930,,https://www.daarts.or.kr/handle/11080/19599
ARTST,예술인,정태봉,"鄭台鳳, CHUNG Tai-bong",창작음악,한국현대음악,1952,,https://www.daarts.or.kr/handle/11080/64402
DIC,구술채록,정탁영,鄭晫永,시각예술,회화,1937,문정희,https://www.daarts.or.kr/handle/11080/16856
FARTST,미술작가,문인수,Moon in soo,조각,,1955,,https://www.daarts.or.kr/handle/11080/19354
DIC,구술채록,박서보,Park seo bo,시각예술,회화,1931,정무정,https://www.daarts.or.kr/handle/11080/143153
FARTST,미술작가,박남철,Park nam cheol,회화,,1953,,https://www.daarts.or.kr/handle/11080/19365
FARTST,미술작가,강진식,Kang jin sik,조각,,1961,,https://www.daarts.or.kr/handle/11080/19216
ARTST,예술인,이수정,LEE Soo Jeung,창작음악,한국현대음악,1967,,https://www.daarts.or.kr/handle/11080/106628
DIC,구술채록,박찬호,朴燦鎬,대중예술,대중예술,1943,이준희,https://www.daarts.or.kr/handle/11080/88386
DIC,구술채록,강선영,姜善泳,공연예술,무용,1925,손선숙,https://www.daarts.or.kr/handle/11080/33879
ARTST,예술인,김세일,Kim se il,시각예술,미술작가,1958,,https://www.daarts.or.kr/handle/11080/19283
FARTST,미술작가,김옥진,Kim ok jin,회화,,1928,,https://www.daarts.or.kr/handle/11080/99297
ARTGR,예술단체,구보댄스컴퍼니,,공연단체,,,,https://www.daarts.or.kr/handle/11080/33927
FARTST,미술작가,허진,Hur jin,회화,,1962,,https://www.daarts.or.kr/handle/11080/19663
FARTST,미술작가,윤중식,Yun jung sik,회화,,1913,,https://www.daarts.or.kr/handle/11080/19497
ARTST,예술인,강선영,姜善泳,공연예술,한국무용,1925,,https://www.daarts.or.kr/handle/11080/6323
ARTST,예술인,이일호,Lee il ho,시각예술,미술작가,1946,,https://www.daarts.or.kr/handle/11080/19539
ARTGR,예술단체,(재)김해문화의전당,,공연장,,,,https://www.daarts.or.kr/handle/11080/66699
FARTST,미술작가,조정현,Cho chung hyun,공예,,1940,,https://www.daarts.or.kr/handle/11080/19617
ARTST,예술인,박태현,朴泰鉉,창작음악,한국현대음악,1907,,https://www.daarts.or.kr/handle/11080/69915
ARTST,예술인,장우성,Chang woo sung,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19573
ARTGR,예술단체,극단 즐거운 사람들,,공연단체,,,,https://www.daarts.or.kr/handle/11080/33928
FARTST,미술작가,이성근,Lee sung keun,설치,,1954,,https://www.daarts.or.kr/handle/11080/19517
FARTST,미술작가,이상현,Lee sang hyun,설치,,1954,,https://www.daarts.or.kr/handle/11080/19514
ARTST,예술인,이규봉,"李圭鳳, YI Gyu-Bong",창작음악,한국현대음악,1961,,https://www.daarts.or.kr/handle/11080/58879
ARTST,예술인,박성환,Park sung hwan,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19378
DIC,구술채록,구인환,丘仁煥,문학,문학,1929,김성수,https://www.daarts.or.kr/handle/11080/16058
DIC,구술채록,차범석,車凡錫,공연예술,연극,1924,김성희,https://www.daarts.or.kr/handle/11080/16917
ARTST,예술인,김광문,Kim kwang moon,시각예술,미술작가,1954,,https://www.daarts.or.kr/handle/11080/19257
ARTST,예술인,문두훈,文斗訓,공연예술,트롬본,1932,,https://www.daarts.or.kr/handle/11080/107167
ARTST,예술인,서정희,Seo jeong hee,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19417
FARTST,미술작가,이흥덕,Lee heung duk,회화,,1953,,https://www.daarts.or.kr/handle/11080/19557
ARTST,예술인,윤지해,Youn ji hae,시각예술,미술작가,1971,,https://www.daarts.or.kr/handle/11080/19498
FARTST,미술작가,박성환,Park sung hwan,회화,,1919,,https://www.daarts.or.kr/handle/11080/19378
ARTST,예술인,김부자,Kim bu ja,시각예술,미술작가,1945,,https://www.daarts.or.kr/handle/11080/19277
FARTST,미술작가,지석철,Ji seok cheol,회화,,1953,,https://www.daarts.or.kr/handle/11080/19620
ARTST,예술인,신출,"申出, 본명 신승균(申乘均)",공연예술,변사,1929,,https://www.daarts.or.kr/handle/11080/6441
FARTST,미술작가,오이량,yiryang Oh,판화,,1964,,https://www.daarts.or.kr/handle/11080/19469
FARTST,미술작가,김원숙,Kim won sook,회화,,1953,,https://www.daarts.or.kr/handle/11080/19300
DIC,구술채록,최문휘,"崔文輝, 본명 : 최규현(崔圭鉉)",공연예술,연극,1929,박찬조,https://www.daarts.or.kr/handle/11080/88482
FARTST,미술작가,홍승혜,Hong seung hye,회화,,1959,,https://www.daarts.or.kr/handle/11080/19675
ARTST,예술인,한정임,HAN Chung-im,창작음악,한국현대음악,1956,,https://www.daarts.or.kr/handle/11080/69694
FARTST,미술작가,곽덕준,Kwak duck jun,회화,,1937,,https://www.daarts.or.kr/handle/11080/19229
ARTST,예술인,이왈종,Lee wal jong,시각예술,미술작가,1945,,https://www.daarts.or.kr/handle/11080/19532
FARTST,미술작가,김형수,Kim hyung su,회화,,1929,,https://www.daarts.or.kr/handle/11080/5842
ARTST,예술인,윤항기,尹恒起,대중예술,가요 가수,1943,,https://www.daarts.or.kr/handle/11080/120219
ARTST,예술인,엄정윤,Um jung yoon,시각예술,자수공예,1927,,https://www.daarts.or.kr/handle/11080/19453
FARTST,미술작가,안병석,Ahn byeong seok,회화,,1946,,https://www.daarts.or.kr/handle/11080/19444
ARTST,예술인,이길범,李吉範,시각예술,한국화,1927,,https://www.daarts.or.kr/handle/11080/5882
ARTST,예술인,장은호,CHANG Eunho,창작음악,한국현대음악,1983,,https://www.daarts.or.kr/handle/11080/61815
ARTST,예술인,최영아,CHOI Yeonga,창작음악,한국현대음악,,,https://www.daarts.or.kr/handle/11080/83114
DIC,구술채록,김의경,金義卿,공연예술,연극,1936,문경연,https://www.daarts.or.kr/handle/11080/16214
ARTST,예술인,유성일,Yu sung il,시각예술,미술작가,1957,,https://www.daarts.or.kr/handle/11080/19483
ARTST,예술인,김학대,"Kim, Hak-Dai",시각예술,　,1960,,https://www.daarts.or.kr/handle/11080/33839
ARTST,예술인,하종현,Ha chong hyun,시각예술,미술작가,1935,,https://www.daarts.or.kr/handle/11080/19649
ARTST,예술인,전인평,Chun InPyong,,창작음악,1945,,https://www.daarts.or.kr/handle/11080/96768
FARTST,미술작가,이희중,Lee hee jung,회화,,1956,,https://www.daarts.or.kr/handle/11080/19558
ARTST,예술인,박혜성,Park hye sung,시각예술,미술작가,1968,,https://www.daarts.or.kr/handle/11080/19396
ARTST,예술인,장욱희,Jang wookie,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19574
FARTST,미술작가,심현희,Shim hyun hee,회화,,1958,,https://www.daarts.or.kr/handle/11080/19442
ARTST,예술인,김주형,KIM Juhyung,창작음악,한국현대음악,1972,,https://www.daarts.or.kr/handle/11080/82448
ARTGR,예술단체,공연예술부족,,공연단체,,,,https://www.daarts.or.kr/handle/11080/135764
FARTST,미술작가,홍순주,Hong soon joo,회화,,1954,,https://www.daarts.or.kr/handle/11080/19672
FARTST,미술작가,심경자,Shim kyung ja,회화,,1944,,https://www.daarts.or.kr/handle/11080/5865
DIC,구술채록,김후란,"金后蘭, 본명 김형덕(金炯德)",문학,문학,1934,문혜원,https://www.daarts.or.kr/handle/11080/107442
ARTST,예술인,기유경,,시각예술,회화,1965,,https://www.daarts.or.kr/handle/11080/70408
FARTST,미술작가,이민주,MinJoo Lee,회화,,1957,,https://www.daarts.or.kr/handle/11080/19510
ARTGR,예술단체,한국문화예술위원회 공연예술센터,,공연장,,,,https://www.daarts.or.kr/handle/11080/33357
ARTST,예술인,임홍순,Lim hong sun,미술작가,미술작가,1925,,https://www.daarts.or.kr/handle/11080/19567
ARTST,예술인,배동진,"裵東鎭, BAE Dong-Jin",창작음악,한국현대음악,1977,,https://www.daarts.or.kr/handle/11080/49660
ARTST,예술인,배준성,Bae joon sung,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19403
DIC,구술채록,김용이,金容伊,공연예술,연극,1939,안나용,https://www.daarts.or.kr/handle/11080/16193
ARTST,예술인,장두건,張斗建,시각예술,서양화,1918,,https://www.daarts.or.kr/handle/11080/5830
FARTST,미술작가,김창열,Kim tschang yeul,회화,,1929,,https://www.daarts.or.kr/handle/11080/19324
FARTST,미술작가,민복진,Min bok jin,조각,,1927,,https://www.daarts.or.kr/handle/11080/19359
ARTST,예술인,김상구,Kim sang ku,시각예술,미술작가,1945,,https://www.daarts.or.kr/handle/11080/19278
ARTST,예술인,정윤주,"鄭潤柱, JEONG Yoon Joo",창작음악,한국현대음악,1918,,https://www.daarts.or.kr/handle/11080/163394
ARTGR,예술단체,댄스씨어터 까두,,,,,,https://www.daarts.or.kr/handle/11080/33658
ARTST,예술인,강혜숙,姜惠淑,공연예술,한국창작춤,1947,,https://www.daarts.or.kr/handle/11080/73711
ARTST,예술인,박준영,PARK Jun-young,창작음악,한국현대음악,1967,,https://www.daarts.or.kr/handle/11080/68776
ARTST,예술인,신구,申久,공연예술,배우,1936,,https://www.daarts.or.kr/handle/11080/60901
ARTST,예술인,박일순,Park il soon,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19390
DIC,구술채록,강석희,姜碩熙,공연예술,음악,1934,서정은,https://www.daarts.or.kr/handle/11080/73232
ARTGR,예술단체,(사)극단 에저또,,공연단체,,,,https://www.daarts.or.kr/handle/11080/33958
FARTST,미술작가,이선우,Lee sun woo,회화,,1958,,https://www.daarts.or.kr/handle/11080/19516
DIC,구술채록,양해엽,梁海曄,공연예술,음악,1929,전정임,https://www.daarts.or.kr/handle/11080/88403
ARTST,예술인,장화진,Chang hwa jin,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19576
FARTST,미술작가,김호득,Kim ho duck,회화,,1950,,https://www.daarts.or.kr/handle/11080/19337
FARTST,미술작가,김홍희,Kim hong hee,사진,,,,https://www.daarts.or.kr/handle/11080/19340
ARTST,예술인,김기창,Kim ki chang,시각예술,미술작가,1914,,https://www.daarts.or.kr/handle/11080/19263
ARTST,예술인,임영균,Lim young kyun,시각예술,미술작가,1955,,https://www.daarts.or.kr/handle/11080/19562
FARTST,미술작가,박정애,Park jung ae,조각,,1956,,https://www.daarts.or.kr/handle/11080/19391
FARTST,미술작가,정현,Chung hyun,조각,,1956,,https://www.daarts.or.kr/handle/11080/19605
ARTST,예술인,설현주,,공연예술,전통연희,1985,,https://www.daarts.or.kr/handle/11080/135977
ARTST,예술인,구자승,Koo cha soong,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19234
ARTST,예술인,송정,Song Jung,창작음악,한국현대음악,1987,,https://www.daarts.or.kr/handle/11080/61863
ARTST,예술인,이종무,Lee jong mu,시각예술,미술작가,1916,,https://www.daarts.or.kr/handle/11080/19549
FARTST,미술작가,유철연,Yu cheol yeon,조각,,1927,,https://www.daarts.or.kr/handle/11080/19487
FARTST,미술작가,홍순태,Hong soon tai,사진,,1934,,https://www.daarts.or.kr/handle/11080/19673
ARTST,예술인,양지선,YANG Ji Sun,창작음악,한국현대음악,1979,,https://www.daarts.or.kr/handle/11080/68768
ARTST,예술인,구본창,Koo bohn chang,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19233
DIC,구술채록,정순영,鄭淳永,공연예술,무용,1928,최해리,https://www.daarts.or.kr/handle/11080/43586
ARTST,예술인,여태천,,문학,문학,1971,,https://www.daarts.or.kr/handle/11080/33640
ARTST,예술인,이정희,李丁姬,공연예술,현대무용,1947,,https://www.daarts.or.kr/handle/11080/6339
ARTST,예술인,박지수,PARK Jisoo,창작음악,한국현대음악,1985,,https://www.daarts.or.kr/handle/11080/68763
DIC,구술채록,민복진,Min bok jin,시각예술,조각,1927,김경연,https://www.daarts.or.kr/handle/11080/23401
DIC,구술채록,오정심,"吳貞心, 본명 오정숙吳貞淑",공연예술,음악,1925,최지선,https://www.daarts.or.kr/handle/11080/73415
FARTST,미술작가,김진관,Kim jin kwan,회화,,1954,,https://www.daarts.or.kr/handle/11080/19317
FARTST,미술작가,배동환,Bai dong hwan,회화,,1943,,https://www.daarts.or.kr/handle/11080/19401
ARTST,예술인,원동석,"元東石, 본명 원갑희",시각예술,미술평론,1939,,https://www.daarts.or.kr/handle/11080/73477
ARTST,예술인,이해식,"李海植, LEE Haesik",창작음악,한국현대음악,1943,,https://www.daarts.or.kr/handle/11080/163415
ARTST,예술인,조기숙,趙起淑,공연예술,발레안무,1959,,https://www.daarts.or.kr/handle/11080/73724
ARTST,예술인,양주혜,Yang ju hae,시각예술,미술작가,1955,,https://www.daarts.or.kr/handle/11080/19450
FARTST,미술작가,박훈성,Park hoon sung,회화,,1961,,https://www.daarts.or.kr/handle/11080/19399
ARTST,예술인,안민수,安民洙,공연예술,연출가,1940,,https://www.daarts.or.kr/handle/11080/60933
DIC,구술채록,이순열,李盾烈,공연예술,무용,1935,이희나,https://www.daarts.or.kr/handle/11080/25039
ARTST,예술인,이동엽,Lee dong youb,시각예술,미술작가,1946,,https://www.daarts.or.kr/handle/11080/19507
ARTST,예술인,김성아,KIM Sung-ah,창작음악,한국현대음악,1983,,https://www.daarts.or.kr/handle/11080/61817
DIC,구술채록,김지하,"金芝河, 본명 : 김영일(金英一)",문학,문학,1941,홍용희,https://www.daarts.or.kr/handle/11080/136211
ARTST,예술인,임현경,LIM Hyunkyung,창작음악,한국현대음악,1967,,https://www.daarts.or.kr/handle/11080/49638
ARTST,예술인,김정길,"金正吉, KiIM Chung-Gil",창작음악,한국현대음악,1933,,https://www.daarts.or.kr/handle/11080/163417
DIC,구술채록,박범훈,朴範薰,공연예술,전통연희,1948,손선숙,https://www.daarts.or.kr/handle/11080/24951
ARTST,예술인,김동주,,시각예술,회화,1956,,https://www.daarts.or.kr/handle/11080/135914
ARTST,예술인,정연희,鄭然喜,문학,소설,1936,,https://www.daarts.or.kr/handle/11080/136103
ARTGR,예술단체,전라북도문화관광재단,,공연단체,,,,https://www.daarts.or.kr/handle/11080/107280
ARTST,예술인,최승천,Choi seung cheon,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19638
ARTST,예술인,조아라,,공연예술,전통연희,1988,,https://www.daarts.or.kr/handle/11080/136057
FARTST,미술작가,김선두,Kim sun doo,회화,,1958,,https://www.daarts.or.kr/handle/11080/19281
ARTST,예술인,이명환,,시각예술,시각기타,1962,,https://www.daarts.or.kr/handle/11080/92450
FARTST,미술작가,박불똥,Park bul ddong,회화,,1956,,https://www.daarts.or.kr/handle/11080/19373
DIC,구술채록,김수악,金壽岳,공연예술,무용,1925,이숙희,https://www.daarts.or.kr/handle/11080/16167
FARTST,미술작가,황창배,Hwang chang bae,회화,,1947,,https://www.daarts.or.kr/handle/11080/19686
ARTGR,예술단체,중요무형문화재 제58호 줄타기 보존회,,공연단체,,,,https://www.daarts.or.kr/handle/11080/51991
ARTGR,예술단체,포항문화예술회관,,공연장,,,,https://www.daarts.or.kr/handle/11080/51928
ARTST,예술인,강미영,kang mi young,시각예술,미술작가,1962,,https://www.daarts.or.kr/handle/11080/19204
FARTST,미술작가,전혁림,全爀林,회화,,1916,,https://www.daarts.or.kr/handle/11080/6113
FARTST,미술작가,노원희,Noh won hee,회화,,1948,,https://www.daarts.or.kr/handle/11080/19344
ARTST,예술인,유주환,YU Ju-hwan,창작음악,한국현대음악,1968,,https://www.daarts.or.kr/handle/11080/82142
ARTST,예술인,조은화,CHO Eun-Hwa,창작음악,한국현대음악,1973,,https://www.daarts.or.kr/handle/11080/81857
ARTST,예술인,김문식,Kim moon sik,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19269
FARTST,미술작가,심현주,Shim hyun joo,조각,,1969,,https://www.daarts.or.kr/handle/11080/19441
ARTST,예술인,이상현,Lee sang hyun,시각예술,미술작가,1954,,https://www.daarts.or.kr/handle/11080/19514
ARTST,예술인,진홍섭,秦弘燮,시각예술,미술사,1918,,https://www.daarts.or.kr/handle/11080/6110
ARTGR,예술단체,보성군문화예술회관,,공연장,,,,https://www.daarts.or.kr/handle/11080/79614
FARTST,미술작가,민경갑,Min kyoung kap,회화,,1933,,https://www.daarts.or.kr/handle/11080/5904
DIC,구술채록,윤명로,Youn myeung ro,시각예술,회화,1936,권행가,https://www.daarts.or.kr/handle/11080/88505
ARTST,예술인,이성근,Lee sung keun,시각예술,미술작가,1954,,https://www.daarts.or.kr/handle/11080/19517
ARTST,예술인,차영규,Cha young kyu,미술작가,미술작가,1947,,https://www.daarts.or.kr/handle/11080/19627
ARTST,예술인,이수종,Ree soo jong,시각예술,미술작가,1948,,https://www.daarts.or.kr/handle/11080/19522
ARTST,예술인,임옥상,Lim ok sang,시각예술,미술작가,1950,,https://www.daarts.or.kr/handle/11080/19564
ARTST,예술인,김옥진,金玉振,공연예술,무용교육,1936,,https://www.daarts.or.kr/handle/11080/6359
ARTST,예술인,진규영,진규영,,창작음악,1948,,https://www.daarts.or.kr/handle/11080/95683
FARTST,미술작가,이유태,Lee yu tae,회화,,1916,,https://www.daarts.or.kr/handle/11080/19536
ARTST,예술인,유근택,Yoo geun taek,시각예술,미술작가,1965,,https://www.daarts.or.kr/handle/11080/19480
FARTST,미술작가,정관모,Chung kwan mo,조각,,1937,,https://www.daarts.or.kr/handle/11080/19586
DIC,구술채록,정점식,鄭點植,시각예술,회화,1917,이중희,https://www.daarts.or.kr/handle/11080/16831
ARTST,예술인,김기라,Kim ki ra,시각예술,미술작가,1959,,https://www.daarts.or.kr/handle/11080/19261
DIC,구술채록,김천두,金千斗,시각예술,회화,1928,윤혜준,https://www.daarts.or.kr/handle/11080/16239
ARTST,예술인,심진섭,SHIM Jinseob,창작음악,한국현대음악,1958,,https://www.daarts.or.kr/handle/11080/87718
FARTST,미술작가,김경인,Kim kyung in,회화,,1941,,https://www.daarts.or.kr/handle/11080/19256
DIC,구술채록,엄덕문,嚴德紋,시각예술,건축,1919,안창모,https://www.daarts.or.kr/handle/11080/16530
ARTST,예술인,설현주,,공연예술,전통연희,1985,,https://www.daarts.or.kr/handle/11080/135976
FARTST,미술작가,김승연,Kim seung yeon,판화,,1955,,https://www.daarts.or.kr/handle/11080/19284
FARTST,미술작가,김병기,Kim byung ki,회화,,1916,,https://www.daarts.or.kr/handle/11080/19272
FARTST,미술작가,임영길,Yim young kil,회화,,1958,,https://www.daarts.or.kr/handle/11080/19563
FARTST,미술작가,유영주,You young joo,회화,,1959,,https://www.daarts.or.kr/handle/11080/19486
DIC,구술채록,김문숙,金文淑,공연예술,무용,1928,장광열,https://www.daarts.or.kr/handle/11080/16143
ARTST,예술인,박광진,Park kwang jin,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19363
ARTST,예술인,서도식,Seo do sik,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19411
ARTST,예술인,서홍준,SEO Hongjun,창작음악,한국현대음악,1978,,https://www.daarts.or.kr/handle/11080/69685
ARTST,예술인,전상수,田相秀,시각예술,한국화,1929,,https://www.daarts.or.kr/handle/11080/5945
ARTGR,예술단체,프로잭트21앤드 (project21AND),,공연단체,,,,https://www.daarts.or.kr/handle/11080/43645
ARTST,예술인,윤명화,,공연예술,무용,1969,,https://www.daarts.or.kr/handle/11080/92708
FARTST,미술작가,김흥수,金興洙,회화,,1919,,https://www.daarts.or.kr/handle/11080/6131
ARTST,예술인,홍정희,Hong jung hee,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19676
DIC,구술채록,민경갑,Min kyoung kap,시각예술,회화,1933,문정희,https://www.daarts.or.kr/handle/11080/16304
DIC,구술채록,김흥수,金興洙,시각예술,회화,1919,문정희,https://www.daarts.or.kr/handle/11080/16269
DIC,구술채록,유희경,柳喜卿,시각예술,디자인,1921,서명자,https://www.daarts.or.kr/handle/11080/16577
ARTST,예술인,임동락,Lim dong lak,시각예술,미술작가,1953,,https://www.daarts.or.kr/handle/11080/19559
ARTST,예술인,정순영,鄭淳永,공연예술,한국무용,1928,,https://www.daarts.or.kr/handle/11080/43576
ARTST,예술인,백설희,"白雪姬, 본명 김희숙(金喜淑)",대중예술,가요 가수,1927,,https://www.daarts.or.kr/handle/11080/6371
FARTST,미술작가,김호석,Kim ho suk,회화,,1957,,https://www.daarts.or.kr/handle/11080/19338
FARTST,미술작가,한기주,Han ki joo,회화,,1966,,https://www.daarts.or.kr/handle/11080/19650
ARTST,예술인,곽훈,Kwak hoon,시각예술,미술작가,,,https://www.daarts.or.kr/handle/11080/19231
FARTST,미술작가,이석주,Lee suk ju,회화,,1952,,https://www.daarts.or.kr/handle/11080/19515
FARTST,미술작가,백문기,白文基,조각,,1927,,https://www.daarts.or.kr/handle/11080/5951
